time_ms,EgoPosition_x,EgoPosition_y,EgoPosition_z,EgoSpeed,EgoRoadID,EgoLaneID,SV_0_ID,SV_0_pos_x,SV_0_pos_y,SV_0_pos_z,SV_0_speed,SV_0_routeID,SV_0_roadID,SV_0_laneID,SV_1_ID,SV_1_pos_x,SV_1_pos_y,SV_1_pos_z,SV_1_speed,SV_1_routeID,SV_1_roadID,SV_1_laneID,SV_2_ID,SV_2_pos_x,SV_2_pos_y,SV_2_pos_z,SV_2_speed,SV_2_routeID,SV_2_roadID,SV_2_laneID,SV_3_ID,SV_3_pos_x,SV_3_pos_y,SV_3_pos_z,SV_3_speed,SV_3_routeID,SV_3_roadID,SV_3_laneID,SV_4_ID,SV_4_pos_x,SV_4_pos_y,SV_4_pos_z,SV_4_speed,SV_4_routeID,SV_4_roadID,SV_4_laneID,SV_5_ID,SV_5_pos_x,SV_5_pos_y,SV_5_pos_z,SV_5_speed,SV_5_routeID,SV_5_roadID,SV_5_laneID,SV_6_ID,SV_6_pos_x,SV_6_pos_y,SV_6_pos_z,SV_6_speed,SV_6_routeID,SV_6_roadID,SV_6_laneID,SV_7_ID,SV_7_pos_x,SV_7_pos_y,SV_7_pos_z,SV_7_speed,SV_7_routeID,SV_7_roadID,SV_7_laneID,
141900,-153.2779,10.02111,924.667,92.21994,381,381_2,36,-161.0843,10,937.4851,62.21,0_55.381,381,381_1,28,-145.9058,10,907.3027,76.09,0_55.381,381,381_2,15,-147.1876,10,893.588,51.69,0_55.381,381,381_0,0,-172.137,10,960.0522,63.72,0_55.381,381,381_0,33,-135.2222,10,872.9541,71.49,0_55.381,381,381_1,8,-124.6026,10,855.5906,73.20,0_55.381,381,381_2,13,-183.9934,10,1001.597,61.01,0_55.381,381,381_0,25,-181.7046,10,1005.577,70.42,0_55.381,381,381_1,
141950,-154.0147,10.0212,926.6479,92.21545,381,381_2,36,-161.5641,10,938.8114,62.16,0_55.381,381,381_1,28,-146.5539,10,908.9028,76.03,0_55.381,381,381_2,15,-147.6361,10,894.6761,52.02,0_55.381,381,381_0,0,-172.5711,10,961.4307,63.65,0_55.381,381,381_0,33,-135.8403,10,874.4536,71.44,0_55.381,381,381_1,8,-125.2357,10,857.1262,73.22,0_55.381,381,381_2,13,-184.3443,10,1002.934,60.96,0_55.381,381,381_0,25,-182.0905,10,1007.127,70.43,0_55.381,381,381_1,
142000,-154.8944,10.02128,929.0361,92.20428,381,381_2,36,-162.1318,10,940.4124,62.16,0_55.381,381,381_1,28,-147.3318,10,910.8297,76.07,0_55.381,381,381_2,15,-148.1787,10,895.9925,52.26,0_55.381,381,381_0,0,-173.093,10,963.0889,63.61,0_55.381,381,381_0,33,-136.5844,10,876.2587,71.52,0_55.381,381,381_1,8,-125.9984,10,858.9762,73.20,0_55.381,381,381_2,13,-184.7551,10,1004.547,60.93,0_55.381,381,381_0,25,-182.5541,10,1008.995,70.42,0_55.381,381,381_1,
142050,-155.5689,10.02132,930.8804,92.1998,381,381_2,36,-162.5696,10,941.6476,62.16,0_55.381,381,381_1,28,-147.9323,10,912.3171,76.08,0_55.381,381,381_2,15,-148.5992,10,897.0127,52.44,0_55.381,381,381_0,0,-173.4936,10,964.369,63.64,0_55.381,381,381_0,33,-137.1589,10,877.6522,71.46,0_55.381,381,381_1,8,-126.5867,10,860.4031,73.20,0_55.381,381,381_2,13,-185.0647,10,1005.793,60.87,0_55.381,381,381_0,25,-182.9081,10,1010.438,70.48,0_55.381,381,381_1,
142100,-156.1133,10.0213,932.3789,92.19533,381,381_2,36,-162.9234,10,942.6509,62.18,0_55.381,381,381_1,28,-148.4196,10,913.5241,76.05,0_55.381,381,381_2,15,-148.9419,10,897.8442,52.61,0_55.381,381,381_0,0,-173.8177,10,965.4069,63.51,0_55.381,381,381_0,33,-137.625,10,878.7827,71.46,0_55.381,381,381_1,8,-127.0643,10,861.5613,73.21,0_55.381,381,381_2,13,-185.316,10,1006.804,60.90,0_55.381,381,381_0,25,-183.1953,10,1011.608,70.41,0_55.381,381,381_1,
142150,-156.9341,10.02123,934.6494,92.18638,381,381_2,36,-163.4589,10,944.172,62.17,0_55.381,381,381_1,28,-149.1579,10,915.3528,76.08,0_55.381,381,381_2,15,-149.4633,10,899.109,52.86,0_55.381,381,381_0,0,-174.3052,10,966.9806,63.56,0_55.381,381,381_0,33,-138.3311,10,880.4958,71.49,0_55.381,381,381_1,8,-127.7875,10,863.3154,73.20,0_55.381,381,381_2,13,-185.6954,10,1008.336,60.90,0_55.381,381,381_0,25,-183.6305,10,1013.381,70.49,0_55.381,381,381_1,
142200,-157.5407,10.02113,936.3364,92.18414,381,381_2,36,-163.8564,10,945.3011,62.17,0_55.381,381,381_1,28,-149.7062,10,916.7108,76.05,0_55.381,381,381_2,0,-174.6598,10,968.1512,63.52,0_55.381,381,381_0,15,-149.8519,10,900.0519,53.02,0_55.381,381,381_0,33,-138.8556,10,881.7679,71.45,0_55.381,381,381_1,8,-128.3247,10,864.6185,73.20,0_55.381,381,381_2,13,-185.9748,10,1009.474,60.86,0_55.381,381,381_0,25,-183.9539,10,1014.699,70.48,0_55.381,381,381_1,
142250,-158.1273,10.02103,937.9771,92.17743,381,381_2,36,-164.2338,10,946.4016,62.19,0_55.381,381,381_1,28,-150.2389,10,918.0313,76.04,0_55.381,381,381_2,0,-175.0033,10,969.289,63.48,0_55.381,381,381_0,15,-150.2308,10,900.9711,53.27,0_55.381,381,381_0,33,-139.3653,10,883.0045,71.50,0_55.381,381,381_1,8,-128.847,10,865.8853,73.22,0_55.381,381,381_2,13,-186.2462,10,1010.581,60.87,0_55.381,381,381_0,25,-184.2683,10,1015.98,70.42,0_55.381,381,381_1,
142300,-159.0094,10.02087,940.4561,92.16848,381,381_2,36,-164.8022,10,948.064,62.23,0_55.381,381,381_1,28,-151.0319,10,920.0287,76.06,0_55.381,381,381_2,0,-175.5213,10,971.007,63.51,0_55.381,381,381_0,15,-150.8052,10,902.3658,53.62,0_55.381,381,381_0,33,-140.135,10,884.8716,71.45,0_55.381,381,381_1,13,-186.6561,10,1012.252,60.84,0_55.381,381,381_0,8,-129.6358,10,867.7983,73.21,0_55.381,381,381_2,25,-184.7427,10,1017.913,70.44,0_55.381,381,381_1,
142350,-159.6083,10.0208,942.147,92.16624,381,381_2,36,-165.1893,10,949.1982,62.16,0_55.381,381,381_1,28,-151.5686,10,921.3926,76.11,0_55.381,381,381_2,0,-175.8719,10,972.1788,63.46,0_55.381,381,381_0,15,-151.1936,10,903.3236,53.73,0_55.381,381,381_0,33,-140.6596,10,886.144,71.44,0_55.381,381,381_1,13,-186.9352,10,1013.39,60.86,0_55.381,381,381_0,8,-130.1735,10,869.1025,73.25,0_55.381,381,381_2,25,-185.0629,10,1019.232,70.46,0_55.381,381,381_1,
142400,-160.2266,10.02075,943.9033,92.1573,381,381_2,36,-165.5894,10,950.3757,62.19,0_55.381,381,381_1,28,-152.1249,10,922.8098,76.11,0_55.381,381,381_2,0,-176.2358,10,973.395,63.47,0_55.381,381,381_0,15,-151.5981,10,904.321,53.88,0_55.381,381,381_0,33,-141.2043,10,887.4654,71.46,0_55.381,381,381_1,13,-187.2253,10,1014.573,60.90,0_55.381,381,381_0,8,-130.732,10,870.4572,73.24,0_55.381,381,381_2,25,-185.386,10,1020.604,70.43,0_55.381,381,381_1,
142450,-161.0711,10.02073,946.313,92.15282,381,381_2,36,-166.1377,10,951.9901,62.15,0_55.381,381,381_1,28,-152.885,10,924.7535,76.07,0_55.381,381,381_2,0,-176.7271,10,975.0643,63.41,0_55.381,381,381_0,15,-152.1553,10,905.6949,54.18,0_55.381,381,381_0,33,-141.9512,10,889.2773,71.49,0_55.381,381,381_1,13,-187.623,10,1016.195,60.86,0_55.381,381,381_0,8,-131.4977,10,872.3143,73.23,0_55.381,381,381_2,25,-185.8276,10,1022.485,70.47,0_55.381,381,381_1,
142500,-161.6618,10.02074,948.0117,92.14835,381,381_2,36,-166.5196,10,953.1282,62.17,0_55.381,381,381_1,28,-153.4147,10,926.1241,76.08,0_55.381,381,381_2,0,-177.0688,10,976.2402,63.42,0_55.381,381,381_0,15,-152.549,10,906.6666,54.34,0_55.381,381,381_0,33,-142.4771,10,890.5531,71.43,0_55.381,381,381_1,13,-187.9028,10,1017.336,60.83,0_55.381,381,381_0,25,-186.1369,10,1023.81,70.41,0_55.381,381,381_1,8,-132.0367,10,873.6218,73.22,0_55.381,381,381_2,
142550,-162.2607,10.02079,949.7432,92.14388,381,381_2,36,-166.9013,10,954.2915,62.16,0_55.381,381,381_1,28,-153.9485,10,927.5225,76.02,0_55.381,381,381_2,0,-177.4169,10,977.4384,63.45,0_55.381,381,381_0,15,-152.9508,10,907.661,54.61,0_55.381,381,381_0,33,-143.0134,10,891.8539,71.51,0_55.381,381,381_1,13,-188.1862,10,1018.5,60.86,0_55.381,381,381_0,25,-186.4501,10,1025.16,70.46,0_55.381,381,381_1,8,-132.5858,10,874.9536,73.26,0_55.381,381,381_2,
142600,-163.14,10.02096,952.3071,92.13046,381,381_2,36,-167.4652,10,956.0128,62.24,0_55.381,381,381_1,28,-154.7378,10,929.5932,76.10,0_55.381,381,381_2,0,-177.9299,10,979.2123,63.33,0_55.381,381,381_0,15,-153.5478,10,909.1387,54.87,0_55.381,381,381_0,33,-143.8071,10,893.7792,71.50,0_55.381,381,381_1,13,-188.5903,10,1020.225,60.84,0_55.381,381,381_0,25,-186.9134,10,1027.159,70.49,0_55.381,381,381_1,8,-133.3988,10,876.9254,73.21,0_55.381,381,381_2,
142650,-163.7166,10.0211,954.0044,92.12374,381,381_2,36,-167.8366,10,957.1522,62.17,0_55.381,381,381_1,28,-155.2576,10,930.9639,76.09,0_55.381,381,381_2,0,-178.2677,10,980.3846,63.35,0_55.381,381,381_0,15,-153.9441,10,910.1196,55.01,0_55.381,381,381_0,33,-144.3318,10,895.0521,71.45,0_55.381,381,381_1,13,-188.8572,10,1021.366,60.85,0_55.381,381,381_0,25,-187.22,10,1028.481,70.48,0_55.381,381,381_1,8,-133.9364,10,878.2294,73.22,0_55.381,381,381_2,
142700,-164.3578,10.02128,955.9077,92.11703,381,381_2,36,-168.2513,10,958.4277,62.16,0_55.381,381,381_1,28,-155.8378,10,932.4989,76.02,0_55.381,381,381_2,0,-178.6447,10,981.6984,63.35,0_55.381,381,381_0,15,-154.3895,10,911.2221,55.16,0_55.381,381,381_0,33,-144.9194,10,896.4775,71.45,0_55.381,381,381_1,13,-189.1562,10,1022.645,60.86,0_55.381,381,381_0,25,-187.5633,10,1029.962,70.44,0_55.381,381,381_1,8,-134.5386,10,879.6898,73.20,0_55.381,381,381_2,
142750,-165.1438,10.02148,958.2642,92.10809,381,381_2,36,-168.7648,10,960.0074,62.20,0_55.381,381,381_1,28,-156.541,10,934.404,76.06,0_55.381,381,381_2,0,-179.0999,10,983.3271,63.35,0_55.381,381,381_0,15,-154.9437,10,912.594,55.53,0_55.381,381,381_0,33,-145.6467,10,898.2419,71.44,0_55.381,381,381_1,13,-189.5189,10,1024.228,60.81,0_55.381,381,381_0,25,-187.9879,10,1031.794,70.41,0_55.381,381,381_1,8,-135.2837,10,881.497,73.26,0_55.381,381,381_2,
142800,-165.685,10.0216,959.9053,92.10361,381,381_2,36,-169.1158,10,961.1081,62.24,0_55.381,381,381_1,28,-157.03,10,935.7291,76.04,0_55.381,381,381_2,0,-179.416,10,984.4586,63.28,0_55.381,381,381_0,15,-155.3307,10,913.5517,55.76,0_55.381,381,381_0,33,-146.1525,10,899.4686,71.47,0_55.381,381,381_1,13,-189.7693,10,1025.33,60.88,0_55.381,381,381_0,25,-188.2831,10,1033.068,70.48,0_55.381,381,381_1,8,-135.802,10,882.7542,73.22,0_55.381,381,381_2,
142850,-166.2409,10.02169,961.6055,92.09914,381,381_2,36,-169.4747,10,962.2491,62.17,0_55.381,381,381_1,28,-157.534,10,937.1014,76.07,0_55.381,381,381_2,0,-179.7428,10,985.6304,63.29,0_55.381,381,381_0,15,-155.7325,10,914.5463,55.93,0_55.381,381,381_0,33,-146.676,10,900.7386,71.39,0_55.381,381,381_1,13,-190.0267,10,1026.471,60.85,0_55.381,381,381_0,25,-188.584,10,1034.389,70.44,0_55.381,381,381_1,8,-136.3385,10,884.0555,73.18,0_55.381,381,381_2,
142900,-167.084,10.02184,964.2148,92.08572,381,381_2,36,-170.0241,10,963.9978,62.21,0_55.381,381,381_1,28,-158.3035,10,939.2075,76.11,0_55.381,381,381_2,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,
142950,-167.6171,10.02189,965.8843,92.079,381,381_2,36,-170.3738,10,965.1163,62.21,0_55.381,381,381_1,0,-180.5586,10,988.5739,63.15,0_55.381,381,381_0,28,-158.7867,10,940.5573,76.07,0_55.381,381,381_2,15,-156.7408,10,917.0635,56.32,0_55.381,381,381_0,33,-147.9867,10,903.9257,71.33,0_55.381,381,381_1,13,-190.6653,10,1029.339,60.84,0_55.381,381,381_0,25,-189.3264,10,1037.711,70.44,0_55.381,381,381_1,8,-137.6866,10,887.3253,73.18,0_55.381,381,381_2,
143000,-168.1686,10.02197,967.6294,92.07006,381,381_2,36,-170.7387,10,966.2854,62.21,0_55.381,381,381_1,0,-180.8816,10,989.7755,63.24,0_55.381,381,381_0,28,-159.2888,10,941.9688,76.11,0_55.381,381,381_2,15,-157.1472,10,918.0972,56.46,0_55.381,381,381_0,33,-148.5144,10,905.2254,71.22,0_55.381,381,381_1,13,-190.9223,10,1030.509,60.82,0_55.381,381,381_0,25,-189.6268,10,1039.065,70.47,0_55.381,381,381_1,8,-138.2359,10,888.6575,73.19,0_55.381,381,381_2,
143050,-168.9014,10.02198,969.9736,92.0611,381,381_2,36,-171.2265,10,967.8533,62.15,0_55.381,381,381_1,0,-181.3098,10,991.3883,63.18,0_55.381,381,381_0,28,-159.9601,10,943.8618,76.03,0_55.381,381,381_2,15,-157.6948,10,919.4896,56.74,0_55.381,381,381_0,13,-191.2638,10,1032.077,60.80,0_55.381,381,381_0,33,-149.2209,10,906.9675,71.21,0_55.381,381,381_1,25,-190.0287,10,1040.882,70.43,0_55.381,381,381_1,8,-138.973,10,890.4452,73.20,0_55.381,381,381_2,
143100,-169.4257,10.02201,971.6709,92.0544,381,381_2,36,-171.5713,10,968.9903,62.15,0_55.381,381,381_1,0,-181.6192,10,992.5541,63.06,0_55.381,381,381_0,28,-160.444,10,945.2322,76.04,0_55.381,381,381_2,15,-158.0919,10,920.4999,57.02,0_55.381,381,381_0,13,-191.5153,10,1033.209,60.82,0_55.381,381,381_0,33,-149.7299,10,908.2267,71.13,0_55.381,381,381_1,25,-190.3194,10,1042.195,70.46,0_55.381,381,381_1,8,-139.506,10,891.7382,73.19,0_55.381,381,381_2,
143150,-170.0002,10.02196,973.5513,92.04768,381,381_2,36,-171.9508,10,970.2482,62.16,0_55.381,381,381_1,0,-181.9589,10,993.8436,63.14,0_55.381,381,381_0,28,-160.9748,10,946.7498,76.09,0_55.381,381,381_2,15,-158.5309,10,921.6235,57.15,0_55.381,381,381_0,13,-191.7729,10,1034.469,60.84,0_55.381,381,381_0,33,-150.2927,10,909.6202,71.04,0_55.381,381,381_1,25,-190.6411,10,1043.65,70.49,0_55.381,381,381_1,8,-140.0959,10,893.1689,73.26,0_55.381,381,381_2,
143200,-170.554,10.02197,975.3838,92.04545,381,381_2,36,-172.3204,10,971.4739,62.21,0_55.381,381,381_1,0,-182.2889,10,995.101,63.15,0_55.381,381,381_0,28,-161.4829,10,948.2319,76.11,0_55.381,381,381_2,15,-158.9595,10,922.7204,57.25,0_55.381,381,381_0,13,-192.0218,10,1035.696,60.81,0_55.381,381,381_0,33,-150.8402,10,910.9758,71.00,0_55.381,381,381_1,25,-190.9545,10,1045.066,70.45,0_55.381,381,381_1,8,-140.6706,10,894.5627,73.20,0_55.381,381,381_2,
143250,-171.3122,10.0219,977.9224,92.03874,381,381_2,36,-172.8288,10,973.1712,62.18,0_55.381,381,381_1,0,-182.7453,10,996.8402,63.09,0_55.381,381,381_0,28,-162.1844,10,950.2832,76.02,0_55.381,381,381_2,15,-159.5463,10,924.2469,57.48,0_55.381,381,381_0,13,-192.3626,10,1037.395,60.79,0_55.381,381,381_0,33,-151.5976,10,912.8512,70.93,0_55.381,381,381_1,25,-191.3882,10,1047.026,70.48,0_55.381,381,381_1,8,-141.4657,10,896.4913,73.20,0_55.381,381,381_2,
143300,-171.8394,10.02191,979.7129,92.03427,381,381_2,36,-173.1871,10,974.3675,62.15,0_55.381,381,381_1,0,-183.0667,10,998.0651,63.07,0_55.381,381,381_0,28,-162.6756,10,951.7282,76.08,0_55.381,381,381_2,15,-159.9587,10,925.3271,57.75,0_55.381,381,381_0,13,-192.6001,10,1038.591,60.79,0_55.381,381,381_0,33,-152.1306,10,914.1708,70.95,0_55.381,381,381_1,25,-191.6929,10,1048.407,70.42,0_55.381,381,381_1,8,-142.0258,10,897.8496,73.18,0_55.381,381,381_2,
143350,-172.4036,10.02186,981.6499,92.02756,381,381_2,36,-173.57,10,975.6613,62.18,0_55.381,381,381_1,0,-183.414,10,999.3886,63.02,0_55.381,381,381_0,28,-163.2066,10,953.2914,76.04,0_55.381,381,381_2,15,-160.4062,10,926.4993,57.89,0_55.381,381,381_0,13,-192.8549,10,1039.886,60.80,0_55.381,381,381_0,33,-152.7067,10,915.5972,70.79,0_55.381,381,381_1,25,-192.0156,10,1049.902,70.48,0_55.381,381,381_1,8,-142.6313,10,899.3184,73.22,0_55.381,381,381_2,
143400,-172.8726,10.0219,983.2788,92.02085,381,381_2,36,-173.8862,10,976.7493,62.16,0_55.381,381,381_1,0,-183.7055,10,1000.5,63.03,0_55.381,381,381_0,28,-163.6421,10,954.608,76.09,0_55.381,381,381_2,15,-160.7829,10,927.4869,58.04,0_55.381,381,381_0,13,-193.0671,10,1040.973,60.76,0_55.381,381,381_0,33,-153.1899,10,916.7937,70.80,0_55.381,381,381_1,25,-192.2853,10,1051.157,70.42,0_55.381,381,381_1,8,-143.1401,10,900.5522,73.22,0_55.381,381,381_2,
143450,-173.5609,10.02188,985.6978,92.01413,381,381_2,36,-174.3551,10,978.3655,62.19,0_55.381,381,381_1,0,-184.1381,10,1002.148,62.96,0_55.381,381,381_0,28,-164.2824,10,956.5645,76.02,0_55.381,381,381_2,15,-161.3425,10,928.9603,58.37,0_55.381,381,381_0,13,-193.3789,10,1042.588,60.76,0_55.381,381,381_0,33,-153.8969,10,918.5737,70.78,0_55.381,381,381_1,25,-192.6851,10,1053.02,70.43,0_55.381,381,381_1,8,-143.8954,10,902.3842,73.21,0_55.381,381,381_2,
143500,-174.0241,10.02193,987.3452,92.00966,381,381_2,36,-174.6728,10,979.4658,62.19,0_55.381,381,381_1,0,-184.4326,10,1003.27,63.04,0_55.381,381,381_0,28,-164.7169,10,957.8965,76.10,0_55.381,381,381_2,15,-161.7249,10,929.9676,58.55,0_55.381,381,381_0,13,-193.589,10,1043.687,60.72,0_55.381,381,381_0,25,-192.9557,10,1054.288,70.41,0_55.381,381,381_1,33,-154.3732,10,919.7863,70.73,0_55.381,381,381_1,8,-144.4095,10,903.6313,73.26,0_55.381,381,381_2,
143550,-174.6785,10.02191,989.7056,92.00295,381,381_2,36,-175.1263,10,981.0399,62.15,0_55.381,381,381_1,0,-184.8377,10,1004.879,62.93,0_55.381,381,381_0,28,-165.3353,10,959.8037,76.04,0_55.381,381,381_2,13,-193.8867,10,1045.26,60.71,0_55.381,381,381_0,15,-162.2618,10,931.4208,58.90,0_55.381,381,381_0,25,-193.3427,10,1056.104,70.45,0_55.381,381,381_1,33,-155.0532,10,921.52,70.63,0_55.381,381,381_1,8,-145.1406,10,905.4166,73.23,0_55.381,381,381_2,
143600,-175.1416,10.02194,991.3989,91.99847,381,381_2,36,-175.4512,10,982.1684,62.17,0_55.381,381,381_1,0,-185.1246,10,1006.032,62.93,0_55.381,381,381_0,28,-165.7779,10,961.1697,76.09,0_55.381,381,381_2,13,-194.098,10,1046.388,60.75,0_55.381,381,381_0,15,-162.6476,10,932.4669,59.26,0_55.381,381,381_0,25,-193.6199,10,1057.404,70.44,0_55.381,381,381_1,33,-155.5378,10,922.7615,70.55,0_55.381,381,381_1,8,-145.6604,10,906.6981,73.23,0_55.381,381,381_2,
143650,-175.7967,10.0219,993.8242,91.99177,381,381_2,36,-175.9068,10,983.7864,62.18,0_55.381,381,381_1,0,-185.5353,10,1007.684,62.98,0_55.381,381,381_0,28,-166.397,10,963.1313,76.05,0_55.381,381,381_2,13,-194.4021,10,1047.999,60.78,0_55.381,381,381_0,15,-163.2025,10,933.9717,59.41,0_55.381,381,381_0,25,-194.0172,10,1059.267,70.49,0_55.381,381,381_1,33,-156.2289,10,924.5388,70.50,0_55.381,381,381_1,8,-146.4042,10,908.5327,73.19,0_55.381,381,381_2,
143700,-176.2041,10.02192,995.3506,91.98505,381,381_2,36,-176.1913,10,984.8056,62.16,0_55.381,381,381_1,0,-185.7906,10,1008.723,62.88,0_55.381,381,381_0,28,-166.7857,10,964.3659,76.10,0_55.381,381,381_2,13,-194.5821,10,1049.017,60.69,0_55.381,381,381_0,15,-163.5513,10,934.9219,59.71,0_55.381,381,381_0,25,-194.2671,10,1060.439,70.46,0_55.381,381,381_1,33,-156.6577,10,925.6581,70.46,0_55.381,381,381_1,8,-146.8705,10,909.6872,73.22,0_55.381,381,381_2,
143750,-176.7,10.0219,997.23,91.97387,381,381_2,36,-176.5406,10,986.0581,62.18,0_55.381,381,381_1,0,-186.1038,10,1010,62.85,0_55.381,381,381_0,28,-167.2621,10,965.8846,76.10,0_55.381,381,381_2,13,-194.7991,10,1050.269,60.72,0_55.381,381,381_0,15,-163.981,10,936.0953,59.85,0_55.381,381,381_0,25,-194.5744,10,1061.881,70.45,0_55.381,381,381_1,33,-157.1839,10,927.0343,70.39,0_55.381,381,381_1,8,-147.4438,10,911.1072,73.18,0_55.381,381,381_2,
143800,-177.36,10.02192,999.7656,91.96045,381,381_2,36,-177.0096,10,987.7484,62.20,0_55.381,381,381_1,0,-186.526,10,1011.722,62.81,0_55.381,381,381_0,28,-167.9022,10,967.933,76.07,0_55.381,381,381_2,13,-195.0885,10,1051.958,60.72,0_55.381,381,381_0,15,-164.5569,10,937.686,60.13,0_55.381,381,381_0,25,-194.9885,10,1063.824,70.48,0_55.381,381,381_1,33,-157.8915,10,928.8888,70.39,0_55.381,381,381_1,8,-148.2165,10,913.021,73.17,0_55.381,381,381_2,
143850,-177.7663,10.02192,1001.347,91.93807,381,381_2,36,-177.3015,10,988.8016,62.17,0_55.381,381,381_1,0,-186.7891,10,1012.794,62.90,0_55.381,381,381_0,28,-168.2956,10,969.2107,76.07,0_55.381,381,381_2,13,-195.267,10,1053.011,60.77,0_55.381,381,381_0,15,-164.9114,10,938.6826,60.27,0_55.381,381,381_0,25,-195.2468,10,1065.035,70.47,0_55.381,381,381_1,33,-158.3313,10,930.0447,70.35,0_55.381,381,381_1,8,-148.6981,10,914.2138,73.21,0_55.381,381,381_2,
143900,-178.3671,10.02205,1003.71,91.86203,381,381_2,36,-177.7329,10,990.3772,62.23,0_55.381,381,381_1,0,-187.1826,10,1014.399,62.90,0_55.381,381,381_0,28,-168.8737,10,971.1248,76.10,0_55.381,381,381_2,13,-195.5311,10,1054.587,60.72,0_55.381,381,381_0,15,-165.4433,10,940.1775,60.56,0_55.381,381,381_0,25,-195.6327,10,1066.845,70.45,0_55.381,381,381_1,33,-158.9827,10,931.7736,70.24,0_55.381,381,381_1,43,-203.9554,10,1092.168,59.96,0_55.381,:380_0,:380_0_0,
143950,-178.7892,10.02221,1005.387,91.77478,381,381_2,0,-187.462,10,1015.538,62.86,0_55.381,381,381_0,36,-178.0297,10,991.4993,62.21,0_55.381,381,381_1,28,-169.2834,10,972.484,76.09,0_55.381,381,381_2,13,-195.7164,10,1055.705,60.71,0_55.381,381,381_0,25,-195.9067,10,1068.13,70.44,0_55.381,381,381_1,15,-165.8221,10,941.2435,60.74,0_55.381,381,381_0,33,-159.4365,10,933.0027,70.24,0_55.381,381,381_1,43,-204.1389,10,1093.276,59.98,0_55.381,:380_0,:380_0_0,
144000,-179.3714,10.02243,1007.726,91.61596,381,381_2,0,-187.8513,10,1017.126,62.78,0_55.381,381,381_0,36,-178.4436,10,993.0643,62.22,0_55.381,381,381_1,28,-169.8517,10,974.3804,76.07,0_55.381,381,381_2,13,-195.9721,10,1057.267,60.71,0_55.381,381,381_0,25,-196.2891,10,1069.924,70.49,0_55.381,381,381_1,15,-166.3507,10,942.7379,61.05,0_55.381,381,381_0,33,-160.0692,10,934.7173,70.14,0_55.381,381,381_1,43,-204.3891,10,1094.824,59.96,0_55.381,:380_0,:380_0_0,
144050,-179.7948,10.02245,1009.442,91.50636,381,381_2,0,-188.1356,10,1018.293,62.80,0_55.381,381,381_0,36,-178.7463,10,994.2153,62.21,0_55.381,381,381_1,28,-170.2682,10,975.7744,76.03,0_55.381,381,381_2,13,-196.1578,10,1058.414,60.65,0_55.381,381,381_0,25,-196.5703,10,1071.243,70.50,0_55.381,381,381_1,15,-166.7404,10,943.8407,61.24,0_55.381,381,381_0,33,-160.5317,10,935.9769,70.16,0_55.381,381,381_1,43,-204.5711,10,1095.962,59.99,0_55.381,:380_0,:380_0_0,
144100,-180.2176,10.02229,1011.165,91.39674,381,381_2,0,-188.4128,10,1019.466,62.75,0_55.381,381,381_0,36,-179.0489,10,995.3711,62.18,0_55.381,381,381_1,28,-170.6783,10,977.1775,76.10,0_55.381,381,381_2,13,-196.3427,10,1059.567,60.74,0_55.381,381,381_0,25,-196.8524,10,1072.567,70.41,0_55.381,381,381_1,15,-167.1248,10,944.9542,61.35,0_55.381,381,381_0,33,-160.9951,10,937.2416,70.08,0_55.381,381,381_1,43,-204.754,10,1097.105,59.98,0_55.381,:380_0,:380_0_0,
144150,-180.6502,10.02199,1012.942,91.28712,381,381_2,0,-188.6967,10,1020.679,62.80,0_55.381,381,381_0,36,-179.3614,10,996.5649,62.19,0_55.381,381,381_1,28,-171.0989,10,978.6273,76.03,0_55.381,381,381_2,13,-196.5315,10,1060.758,60.65,0_55.381,381,381_0,25,-197.144,10,1073.934,70.46,0_55.381,381,381_1,15,-167.5191,10,946.1086,61.58,0_55.381,381,381_0,33,-161.4693,10,938.5477,69.99,0_55.381,381,381_1,43,-204.934,10,1098.287,59.98,0_55.381,:380_0,:380_0_0,
144200,-181.297,10.02143,1015.62,91.06791,381,381_2,0,-189.1238,10,1022.506,62.66,0_55.381,381,381_0,36,-179.8324,10,998.3643,62.18,0_55.381,381,381_1,28,-171.731,10,980.8131,76.10,0_55.381,381,381_2,13,-196.8124,10,1062.553,60.64,0_55.381,381,381_0,25,-197.5834,10,1075.996,70.40,0_55.381,381,381_1,15,-168.1155,10,947.8551,61.85,0_55.381,381,381_0,33,-162.1696,10,940.5211,69.90,0_55.381,381,381_1,43,-205.2,10,1100.07,59.97,0_55.381,:380_0,:380_0_0,
144250,-181.6985,10.02115,1017.292,90.96053,381,381_2,0,-189.3882,10,1023.648,62.62,0_55.381,381,381_0,36,-180.127,10,999.4897,62.18,0_55.381,381,381_1,28,-172.1247,10,982.1809,76.03,0_55.381,381,381_2,13,-196.9858,10,1063.677,60.63,0_55.381,381,381_0,25,-197.8582,10,1077.285,70.49,0_55.381,381,381_1,15,-168.4885,10,948.9517,61.97,0_55.381,381,381_0,33,-162.6069,10,941.7543,69.96,0_55.381,381,381_1,43,-205.3646,10,1101.185,59.98,0_55.381,:380_0,:380_0_0,
